Tranfer Learning Trainning log
Epoch: 0	 loss: 2.3001	 accuracy: 0.10
Epoch: 1	 loss: 2.3027	 accuracy: 0.10
Epoch: 2	 loss: 2.3006	 accuracy: 0.10
Epoch: 3	 loss: 2.3026	 accuracy: 0.11
Epoch: 4	 loss: 2.3032	 accuracy: 0.10
Epoch: 5	 loss: 2.3032	 accuracy: 0.08
Epoch: 6	 loss: 2.3010	 accuracy: 0.06
Epoch: 7	 loss: 2.3044	 accuracy: 0.07
Epoch: 8	 loss: 2.3008	 accuracy: 0.07
Epoch: 9	 loss: 2.2969	 accuracy: 0.09
Epoch: 10	 loss: 2.2969	 accuracy: 0.09
Epoch: 11	 loss: 2.2974	 accuracy: 0.09
Epoch: 12	 loss: 2.2921	 accuracy: 0.09
Epoch: 13	 loss: 2.2640	 accuracy: 0.08
Epoch: 14	 loss: 2.2554	 accuracy: 0.09
Epoch: 15	 loss: 2.1918	 accuracy: 0.10
Epoch: 16	 loss: 2.2186	 accuracy: 0.12
Epoch: 17	 loss: 2.2959	 accuracy: 0.18
Epoch: 18	 loss: 1.8676	 accuracy: 0.18
Epoch: 19	 loss: 2.0702	 accuracy: 0.27
Epoch: 20	 loss: 1.8097	 accuracy: 0.23
Epoch: 21	 loss: 1.9004	 accuracy: 0.25
Epoch: 22	 loss: 1.7758	 accuracy: 0.26
Epoch: 23	 loss: 1.8441	 accuracy: 0.31
Epoch: 24	 loss: 1.7576	 accuracy: 0.30
Epoch: 25	 loss: 1.6529	 accuracy: 0.34
Epoch: 26	 loss: 1.9399	 accuracy: 0.35
Epoch: 27	 loss: 2.0802	 accuracy: 0.34
Epoch: 28	 loss: 1.5823	 accuracy: 0.32
Epoch: 29	 loss: 1.8859	 accuracy: 0.40
Epoch: 30	 loss: 1.8269	 accuracy: 0.35
Epoch: 31	 loss: 1.3530	 accuracy: 0.38
Epoch: 32	 loss: 1.4386	 accuracy: 0.45
Epoch: 33	 loss: 1.6243	 accuracy: 0.45
Epoch: 34	 loss: 1.5357	 accuracy: 0.45
Epoch: 35	 loss: 1.5931	 accuracy: 0.38
Epoch: 36	 loss: 1.7270	 accuracy: 0.41
Epoch: 37	 loss: 1.5587	 accuracy: 0.48
Epoch: 38	 loss: 1.6041	 accuracy: 0.46
Epoch: 39	 loss: 1.4072	 accuracy: 0.47
Epoch: 40	 loss: 1.5340	 accuracy: 0.47
Epoch: 41	 loss: 1.1847	 accuracy: 0.46
Epoch: 42	 loss: 1.2705	 accuracy: 0.49
Epoch: 43	 loss: 1.5153	 accuracy: 0.47
Epoch: 44	 loss: 1.2477	 accuracy: 0.51
Epoch: 45	 loss: 1.4546	 accuracy: 0.47
Epoch: 46	 loss: 1.4390	 accuracy: 0.46
Epoch: 47	 loss: 1.1807	 accuracy: 0.47
Epoch: 48	 loss: 1.4270	 accuracy: 0.53
Epoch: 49	 loss: 1.3853	 accuracy: 0.52
Epoch: 50	 loss: 1.3044	 accuracy: 0.48
Epoch: 51	 loss: 1.3051	 accuracy: 0.52
Epoch: 52	 loss: 1.1920	 accuracy: 0.55
Epoch: 53	 loss: 1.0356	 accuracy: 0.48
Epoch: 54	 loss: 1.0895	 accuracy: 0.56
Epoch: 55	 loss: 1.3452	 accuracy: 0.49
Epoch: 56	 loss: 1.1474	 accuracy: 0.49
Epoch: 57	 loss: 1.1994	 accuracy: 0.56
Epoch: 58	 loss: 1.2755	 accuracy: 0.49
Epoch: 59	 loss: 1.0513	 accuracy: 0.51
Epoch: 60	 loss: 1.2645	 accuracy: 0.55
Epoch: 61	 loss: 1.2730	 accuracy: 0.56
Epoch: 62	 loss: 1.1644	 accuracy: 0.55
Epoch: 63	 loss: 1.0179	 accuracy: 0.57
Epoch: 64	 loss: 1.0409	 accuracy: 0.56
Epoch: 65	 loss: 0.9575	 accuracy: 0.56
Epoch: 66	 loss: 1.2854	 accuracy: 0.56
Epoch: 67	 loss: 1.0661	 accuracy: 0.57
Epoch: 68	 loss: 0.9971	 accuracy: 0.57
Epoch: 69	 loss: 1.0152	 accuracy: 0.57
Epoch: 70	 loss: 0.9772	 accuracy: 0.57
Epoch: 71	 loss: 0.9858	 accuracy: 0.57
Epoch: 72	 loss: 0.9172	 accuracy: 0.54
Epoch: 73	 loss: 0.9546	 accuracy: 0.54
Epoch: 74	 loss: 0.9548	 accuracy: 0.56
Epoch: 75	 loss: 0.9245	 accuracy: 0.55
Epoch: 76	 loss: 1.1908	 accuracy: 0.56
Epoch: 77	 loss: 0.9752	 accuracy: 0.56
Epoch: 78	 loss: 0.9267	 accuracy: 0.58
Epoch: 79	 loss: 0.9005	 accuracy: 0.56
Epoch: 80	 loss: 0.8390	 accuracy: 0.56
Epoch: 81	 loss: 1.0415	 accuracy: 0.57
Epoch: 82	 loss: 0.8411	 accuracy: 0.56
Epoch: 83	 loss: 1.0730	 accuracy: 0.58
Epoch: 84	 loss: 1.0056	 accuracy: 0.57
Epoch: 85	 loss: 0.8980	 accuracy: 0.57
Epoch: 86	 loss: 0.9970	 accuracy: 0.57
Epoch: 87	 loss: 1.2066	 accuracy: 0.59
Epoch: 88	 loss: 0.9574	 accuracy: 0.59
Epoch: 89	 loss: 0.8474	 accuracy: 0.57
Epoch: 90	 loss: 0.8692	 accuracy: 0.57
Epoch: 91	 loss: 0.9238	 accuracy: 0.57
Epoch: 92	 loss: 0.9231	 accuracy: 0.57
Epoch: 93	 loss: 1.2890	 accuracy: 0.57
Epoch: 94	 loss: 1.0561	 accuracy: 0.58
Epoch: 95	 loss: 1.0554	 accuracy: 0.57
Epoch: 96	 loss: 0.9939	 accuracy: 0.57
Epoch: 97	 loss: 1.1964	 accuracy: 0.57
Epoch: 98	 loss: 1.3714	 accuracy: 0.57
Epoch: 99	 loss: 0.8465	 accuracy: 0.58
Epoch: 0	 loss: 2.3011	 accuracy: 0.12
Epoch: 1	 loss: 2.3020	 accuracy: 0.12
Epoch: 2	 loss: 2.3100	 accuracy: 0.12
Epoch: 3	 loss: 2.3029	 accuracy: 0.12
Epoch: 4	 loss: 2.2985	 accuracy: 0.12
Epoch: 5	 loss: 2.3034	 accuracy: 0.12
Epoch: 6	 loss: 2.3029	 accuracy: 0.12
Epoch: 7	 loss: 2.3039	 accuracy: 0.12
Epoch: 8	 loss: 2.3005	 accuracy: 0.12
Epoch: 9	 loss: 2.3028	 accuracy: 0.12
Epoch: 10	 loss: 2.3031	 accuracy: 0.12
Epoch: 11	 loss: 2.3051	 accuracy: 0.17
Epoch: 12	 loss: 2.3021	 accuracy: 0.12
Epoch: 13	 loss: 2.3006	 accuracy: 0.11
Epoch: 14	 loss: 2.3025	 accuracy: 0.09
Epoch: 15	 loss: 2.3025	 accuracy: 0.09
Epoch: 16	 loss: 2.3028	 accuracy: 0.09
Epoch: 17	 loss: 2.3013	 accuracy: 0.09
Epoch: 18	 loss: 2.3026	 accuracy: 0.09
Epoch: 19	 loss: 2.3021	 accuracy: 0.09
Epoch: 20	 loss: 2.3030	 accuracy: 0.09
Epoch: 21	 loss: 2.3034	 accuracy: 0.09
Epoch: 22	 loss: 2.3024	 accuracy: 0.09
Epoch: 23	 loss: 2.3032	 accuracy: 0.09
Epoch: 24	 loss: 2.3027	 accuracy: 0.09
Epoch: 25	 loss: 2.3027	 accuracy: 0.09
Epoch: 26	 loss: 2.3023	 accuracy: 0.09
Epoch: 27	 loss: 2.3026	 accuracy: 0.09
Epoch: 28	 loss: 2.3023	 accuracy: 0.09
Epoch: 29	 loss: 2.3031	 accuracy: 0.09
Epoch: 30	 loss: 2.3030	 accuracy: 0.09
Epoch: 31	 loss: 2.3029	 accuracy: 0.09
Epoch: 32	 loss: 2.3026	 accuracy: 0.09
Epoch: 33	 loss: 2.3029	 accuracy: 0.09
Epoch: 34	 loss: 2.3021	 accuracy: 0.09
Epoch: 35	 loss: 2.3022	 accuracy: 0.09
Epoch: 36	 loss: 2.3024	 accuracy: 0.09
Epoch: 37	 loss: 2.3024	 accuracy: 0.09
Epoch: 38	 loss: 2.3027	 accuracy: 0.09
Epoch: 39	 loss: 2.3022	 accuracy: 0.09
Epoch: 40	 loss: 2.3025	 accuracy: 0.09
Epoch: 41	 loss: 2.3023	 accuracy: 0.09
Epoch: 42	 loss: 2.3021	 accuracy: 0.09
Epoch: 43	 loss: 2.3020	 accuracy: 0.09
Epoch: 44	 loss: 2.3021	 accuracy: 0.09
Epoch: 45	 loss: 2.3027	 accuracy: 0.09
Epoch: 46	 loss: 2.3030	 accuracy: 0.09
Epoch: 47	 loss: 2.3025	 accuracy: 0.09
Epoch: 48	 loss: 2.3022	 accuracy: 0.10
Epoch: 49	 loss: 2.3027	 accuracy: 0.09
Epoch: 50	 loss: 2.3028	 accuracy: 0.09
Epoch: 51	 loss: 2.3024	 accuracy: 0.09
Epoch: 52	 loss: 2.3024	 accuracy: 0.09
Epoch: 53	 loss: 2.3026	 accuracy: 0.09
Epoch: 54	 loss: 2.3024	 accuracy: 0.12
Epoch: 55	 loss: 2.3020	 accuracy: 0.09
Epoch: 56	 loss: 2.3027	 accuracy: 0.14
Epoch: 57	 loss: 2.3025	 accuracy: 0.14
Epoch: 58	 loss: 2.3021	 accuracy: 0.09
Epoch: 59	 loss: 2.3023	 accuracy: 0.09
